N,P,K,Temperature,Humidity,Rainfall,SoilType,Region,Season,CropType,CropName,Area,FertilizerUsed,IrrigationType,PesticideUsage,SeedQuality,Production,Yield
131.1,37.5,208.7,20.1,39.2,602.1,Clay,Gujarat,Summer,Cereal,Wheat,1.682,175.3,Tube well,5.118,Medium,5.783,3.438
80.5,64.1,116.6,18.6,21.3,149.9,Chalky,Uttar Pradesh,Rabi,Vegetable,Tomato,3.748,6.5,Rainfed,0.725,Low,26.69,7.121
117.0,54.4,91.0,15.2,94.9,388.6,Clay,Tamil Nadu,Kharif,Oilseed,Mustard,5.127,243.7,Tube well,3.081,Medium,5.317,1.037
11.4,111.4,281.1,28.5,27.6,1153.8,Peaty,Uttar Pradesh,Rabi,Vegetable,Potato,0.084,368.1,Tube well,4.674,High,2.278,27.121
240.6,26.8,200.7,31.7,34.2,235.0,Silt,Karnataka,Kharif,Fiber,Cotton,2.441,125.9,Rainfed,3.382,Medium,3.33,1.364
105.5,123.5,244.4,14.4,40.2,333.6,Chalky,Gujarat,Kharif,Pulse,Masoor,3.122,6.0,Drip,0.655,High,1.405,0.45
14.4,146.6,52.4,26.2,76.9,242.6,Peaty,Haryana,Summer,Vegetable,Potato,3.219,157.9,Canal,2.335,Medium,84.673,26.304
246.6,64.7,260.2,31.3,94.7,689.2,Silt,Uttar Pradesh,Rabi,Oilseed,Groundnut,4.814,397.5,Drip,5.414,Medium,13.47,2.798
245.9,118.1,243.0,26.6,23.4,1036.2,Clay,Karnataka,Summer,Cereal,Barley,1.003,238.7,Tube well,2.023,High,3.506,3.496
133.1,130.3,246.9,38.1,69.2,927.9,Loam,Maharashtra,Summer,Cash,Sugarcane,7.66,293.7,Canal,3.286,Medium,613.735,80.122
173.6,31.2,2.0,26.1,50.5,982.4,Peaty,Haryana,Summer,Cereal,Wheat,3.98,247.8,Canal,3.807,Medium,15.021,3.774
9.0,54.1,190.8,11.9,92.7,189.4,Sandy,Bihar,Rabi,Pulse,Moong,2.987,155.6,Rainfed,1.105,Medium,0.741,0.248
52.5,78.4,145.4,39.0,91.0,919.1,Peaty,Odisha,Rabi,Oilseed,Mustard,0.565,129.3,Drip,5.769,High,0.586,1.038
30.9,30.0,79.2,31.7,62.0,157.3,Peaty,Maharashtra,Kharif,Cereal,Maize,4.705,264.0,Canal,4.235,Medium,25.252,5.367
156.4,11.6,286.3,33.1,73.5,427.6,Loam,Uttar Pradesh,Kharif,Cereal,Wheat,9.244,228.1,Tube well,3.472,High,41.071,4.443
221.4,110.3,270.8,25.3,32.0,149.8,Chalky,Rajasthan,Rabi,Oilseed,Mustard,3.811,314.7,Tube well,1.429,Medium,5.019,1.317
69.2,5.5,120.4,17.9,51.8,1158.6,Clay,Haryana,Rabi,Pulse,Moong,8.188,239.3,Canal,1.386,High,4.774,0.583
191.2,58.0,246.5,39.2,91.3,352.3,Chalky,Uttar Pradesh,Summer,Pulse,Urad,3.905,103.8,Tube well,1.741,High,1.902,0.487
15.9,146.6,157.0,33.2,83.5,330.5,Chalky,Uttar Pradesh,Kharif,Cereal,Wheat,9.104,30.2,Tube well,5.294,Medium,15.368,1.688
107.8,50.5,247.4,12.6,25.5,1121.6,Clay,Gujarat,Kharif,Vegetable,Potato,3.037,137.0,Rainfed,4.388,Low,37.847,12.462
25.4,5.0,182.7,19.5,72.7,1000.8,Sandy,Tamil Nadu,Summer,Fiber,Cotton,2.736,224.8,Rainfed,5.657,High,2.728,0.997
113.5,115.0,257.4,36.8,81.6,552.7,Clay,Bihar,Summer,Vegetable,Onion,8.064,46.0,Canal,5.639,Medium,122.484,15.189
194.6,0.7,45.5,27.1,50.4,331.4,Silt,Tamil Nadu,Summer,Cereal,Barley,5.187,292.4,Drip,3.873,Low,14.233,2.744
61.0,25.6,218.5,11.8,55.2,359.8,Silt,Gujarat,Rabi,Vegetable,Brinjal,7.546,292.5,Drip,4.673,Medium,85.24,11.296
145.7,0.6,81.8,11.7,30.8,251.5,Sandy,Odisha,Rabi,Vegetable,Onion,9.332,73.8,Rainfed,4.827,Medium,78.613,8.424
29.5,26.8,91.3,12.1,27.1,704.0,Peaty,Karnataka,Kharif,Vegetable,Potato,1.821,355.1,Tube well,3.498,High,40.883,22.451
84.5,145.3,113.5,9.2,90.7,143.0,Loam,Punjab,Kharif,Fiber,Cotton,3.535,320.6,Rainfed,0.76,Medium,4.09,1.157
180.9,35.0,29.4,25.3,67.5,152.2,Peaty,Gujarat,Rabi,Cash,Sugarcane,2.871,264.0,Tube well,0.554,Low,204.036,71.068
191.5,62.5,216.0,29.7,91.5,205.4,Sandy,Punjab,Summer,Fiber,Cotton,3.499,76.9,Canal,1.7,High,5.402,1.544
240.7,95.7,294.1,22.4,53.9,103.2,Clay,Gujarat,Rabi,Oilseed,Soybean,1.224,148.7,Rainfed,2.023,High,3.455,2.823
65.7,81.5,114.3,23.8,29.5,826.8,Sandy,Maharashtra,Rabi,Vegetable,Potato,2.566,138.4,Drip,3.695,Medium,65.867,25.669
190.6,23.9,2.0,10.5,66.2,49.5,Peaty,Uttar Pradesh,Kharif,Pulse,Urad,4.393,184.7,Drip,1.737,Medium,2.254,0.513
217.8,15.0,116.7,18.9,48.1,143.1,Sandy,Punjab,Kharif,Pulse,Masoor,1.237,290.8,Drip,1.35,Medium,0.91,0.736
102.0,63.7,7.7,29.6,42.0,791.9,Sandy,Uttar Pradesh,Summer,Pulse,Masoor,8.906,103.0,Drip,1.491,Medium,5.406,0.607
140.5,66.0,176.0,21.1,85.6,1048.3,Peaty,Punjab,Kharif,Oilseed,Groundnut,8.355,356.3,Tube well,0.499,Low,17.036,2.039
118.6,14.4,217.0,15.3,64.9,294.2,Clay,Karnataka,Kharif,Cash,Sugarcane,5.14,138.0,Drip,2.688,High,389.062,75.693
161.9,33.8,91.5,23.6,35.7,1090.6,Loam,Haryana,Rabi,Pulse,Moong,0.643,391.4,Tube well,1.564,Medium,0.493,0.766
123.5,66.0,53.6,12.5,48.6,260.3,Chalky,Karnataka,Summer,Vegetable,Brinjal,2.0,46.3,Rainfed,0.89,High,11.708,5.854
136.5,142.9,11.7,21.2,62.4,937.0,Sandy,Karnataka,Rabi,Vegetable,Brinjal,8.184,251.1,Canal,4.778,High,118.57,14.488
183.2,13.4,262.4,26.6,50.6,926.0,Sandy,Odisha,Summer,Vegetable,Potato,6.99,325.5,Tube well,3.823,High,237.569,33.987
156.8,124.5,151.2,14.2,75.1,549.2,Loam,Punjab,Summer,Cereal,Barley,8.271,235.9,Tube well,2.104,Medium,32.034,3.873
63.4,129.4,19.9,36.0,50.1,43.4,Chalky,Bihar,Kharif,Vegetable,Tomato,0.499,243.3,Canal,2.634,High,10.63,21.303
126.3,81.9,101.6,19.8,94.3,705.1,Chalky,Uttar Pradesh,Kharif,Cash,Sugarcane,3.045,258.0,Canal,1.693,High,245.284,80.553
29.9,111.8,131.1,9.8,94.6,343.4,Silt,Maharashtra,Rabi,Pulse,Chana,2.525,303.6,Rainfed,5.944,Medium,1.629,0.645
2.5,118.7,118.2,11.1,85.2,794.8,Loam,Odisha,Summer,Cereal,Wheat,6.699,198.5,Drip,1.445,High,19.682,2.938
101.4,121.0,259.2,32.8,83.9,607.0,Loam,Bihar,Rabi,Oilseed,Soybean,1.772,324.3,Drip,3.512,Low,5.176,2.921
13.5,44.6,125.3,39.7,83.6,368.1,Peaty,Karnataka,Rabi,Vegetable,Tomato,0.706,233.4,Drip,5.796,Low,9.784,13.859
98.4,104.8,83.7,9.8,26.5,509.0,Peaty,Bihar,Summer,Pulse,Moong,7.642,291.8,Canal,4.263,High,4.899,0.641
65.2,3.9,127.3,15.9,91.6,579.8,Silt,Gujarat,Rabi,Pulse,Masoor,5.881,144.6,Tube well,5.473,Medium,3.358,0.571
42.9,55.1,111.4,32.9,27.4,266.7,Sandy,Punjab,Rabi,Pulse,Masoor,3.98,20.8,Canal,2.1,Low,1.437,0.361
78.2,141.8,23.1,14.9,62.6,601.0,Sandy,Tamil Nadu,Kharif,Oilseed,Soybean,4.388,182.2,Tube well,2.162,High,10.97,2.5
162.1,109.7,296.7,33.8,70.7,1155.1,Clay,Uttar Pradesh,Kharif,Cereal,Wheat,4.509,37.1,Canal,3.648,Medium,11.692,2.593
225.8,29.0,138.2,30.7,37.8,902.7,Peaty,Odisha,Summer,Cereal,Maize,4.028,214.0,Canal,1.997,Medium,25.227,6.263
232.7,122.4,59.2,22.9,42.3,990.0,Clay,Maharashtra,Kharif,Vegetable,Onion,2.237,19.1,Tube well,3.381,Medium,35.727,15.971
164.1,83.1,140.8,11.0,72.6,13.9,Loam,Uttar Pradesh,Rabi,Cereal,Barley,8.733,137.0,Rainfed,5.96,High,22.749,2.605
111.9,106.8,160.0,16.7,35.3,687.1,Silt,Bihar,Summer,Pulse,Chana,0.679,299.8,Rainfed,4.952,Medium,0.724,1.067
230.5,112.5,119.9,17.9,73.0,365.3,Loam,Punjab,Summer,Oilseed,Sesame,4.357,395.9,Canal,3.964,Medium,5.211,1.196
93.7,9.0,103.2,39.2,54.6,852.4,Chalky,Tamil Nadu,Kharif,Cereal,Barley,4.398,104.5,Drip,0.338,Low,5.937,1.35
64.2,35.0,211.1,37.7,86.8,669.2,Peaty,Odisha,Summer,Vegetable,Brinjal,2.532,53.4,Tube well,3.689,Medium,20.066,7.925
87.3,114.6,201.6,9.3,54.3,945.5,Silt,Uttar Pradesh,Kharif,Vegetable,Potato,7.913,267.8,Rainfed,0.924,Low,151.463,19.141
48.4,7.9,93.5,34.6,76.5,195.1,Sandy,Gujarat,Summer,Cereal,Rice,4.45,99.2,Canal,2.9,Medium,11.183,2.513
211.6,52.6,166.1,24.4,55.0,1143.5,Loam,Haryana,Kharif,Vegetable,Tomato,2.405,10.5,Tube well,0.121,Medium,36.537,15.192
84.3,7.6,41.1,25.1,65.7,587.7,Peaty,Maharashtra,Summer,Cereal,Barley,6.558,385.3,Tube well,1.881,Medium,19.877,3.031
200.4,29.5,146.0,29.2,27.9,193.1,Sandy,Haryana,Kharif,Cereal,Rice,1.617,357.6,Tube well,5.781,High,8.379,5.182
197.6,2.2,149.6,37.7,25.4,803.6,Loam,Punjab,Rabi,Vegetable,Tomato,3.214,80.2,Rainfed,2.405,Medium,44.71,13.911
124.9,4.0,57.2,36.9,90.8,1011.9,Clay,Tamil Nadu,Summer,Cereal,Maize,9.745,208.8,Tube well,4.623,High,43.755,4.49
118.6,130.5,57.0,29.5,93.4,1004.5,Sandy,Tamil Nadu,Summer,Oilseed,Groundnut,8.834,330.0,Rainfed,4.41,High,15.619,1.768
232.4,58.7,42.2,27.9,92.8,560.5,Sandy,Gujarat,Kharif,Oilseed,Sesame,6.729,362.2,Rainfed,2.329,Low,4.01,0.596
249.5,27.6,259.7,13.8,75.7,873.0,Silt,Punjab,Summer,Pulse,Chana,2.576,240.7,Rainfed,4.027,High,2.715,1.054
244.2,83.5,220.9,9.6,58.1,947.8,Loam,Uttar Pradesh,Kharif,Vegetable,Onion,6.823,126.1,Tube well,0.343,Medium,143.747,21.068
221.0,86.4,59.8,34.2,30.7,263.3,Silt,Odisha,Rabi,Vegetable,Tomato,3.738,288.1,Rainfed,4.05,Medium,74.289,19.874
159.2,60.5,251.2,17.5,22.4,1188.0,Loam,Karnataka,Kharif,Vegetable,Onion,1.9,97.3,Canal,5.169,High,37.265,19.613
62.8,59.9,94.2,26.8,81.3,247.5,Clay,Gujarat,Summer,Pulse,Moong,2.49,150.0,Drip,0.736,Medium,1.551,0.623
118.6,38.0,103.5,35.0,38.6,155.8,Chalky,Haryana,Kharif,Pulse,Urad,2.557,261.4,Canal,2.668,High,1.406,0.55
125.8,57.8,18.7,36.3,43.8,960.5,Peaty,Bihar,Kharif,Pulse,Masoor,2.636,77.8,Rainfed,0.213,Medium,1.031,0.391
62.6,115.8,217.7,28.9,72.0,1073.3,Loam,Haryana,Kharif,Cereal,Wheat,2.188,275.0,Tube well,5.195,Medium,9.443,4.316
218.6,41.6,67.7,12.3,37.6,541.0,Silt,Haryana,Kharif,Pulse,Urad,9.227,260.1,Tube well,2.96,Medium,5.066,0.549
102.9,13.2,135.6,27.1,93.6,692.6,Sandy,Uttar Pradesh,Summer,Pulse,Chana,5.05,297.2,Drip,2.093,Low,4.272,0.846
154.9,9.7,44.3,21.1,22.9,83.7,Chalky,Haryana,Rabi,Cereal,Barley,2.883,285.1,Rainfed,3.609,Low,4.679,1.623
191.0,54.7,233.3,9.8,21.3,523.3,Sandy,Uttar Pradesh,Summer,Oilseed,Groundnut,7.322,212.1,Canal,5.912,Low,8.794,1.201
180.3,120.5,146.7,39.6,83.3,813.3,Sandy,Gujarat,Rabi,Vegetable,Tomato,9.986,206.1,Canal,1.401,Low,165.828,16.606
148.5,53.4,281.8,17.9,87.0,1066.6,Loam,Gujarat,Summer,Cereal,Wheat,0.163,361.9,Tube well,4.669,Medium,0.665,4.081
107.0,18.9,67.4,24.9,94.1,399.3,Peaty,Uttar Pradesh,Kharif,Pulse,Moong,6.796,286.5,Rainfed,0.823,Medium,3.704,0.545
101.8,92.4,14.3,34.1,20.4,646.4,Loam,Uttar Pradesh,Rabi,Vegetable,Brinjal,6.319,337.5,Rainfed,5.109,Medium,61.016,9.656
78.8,85.2,101.4,24.2,41.9,81.6,Chalky,Uttar Pradesh,Kharif,Vegetable,Brinjal,6.095,33.3,Canal,5.304,Medium,46.444,7.62
85.7,88.7,159.3,15.7,61.0,193.7,Chalky,Karnataka,Kharif,Oilseed,Soybean,2.976,59.0,Drip,4.682,Medium,5.244,1.762
231.9,75.1,174.5,13.7,81.6,162.5,Silt,Uttar Pradesh,Summer,Cash,Sugarcane,2.29,356.5,Drip,0.113,Medium,159.022,69.442
65.3,143.7,247.9,37.5,93.5,779.1,Sandy,Haryana,Kharif,Cash,Sugarcane,4.821,125.6,Canal,0.924,High,251.299,52.126
227.4,128.4,169.3,21.6,91.8,726.9,Silt,Karnataka,Kharif,Oilseed,Sesame,8.461,160.5,Canal,4.275,High,9.561,1.13
178.2,51.1,47.2,17.0,77.9,417.7,Clay,Punjab,Rabi,Oilseed,Groundnut,5.917,318.8,Rainfed,3.21,High,11.982,2.025
76.8,78.4,180.6,24.3,74.7,658.6,Sandy,Uttar Pradesh,Kharif,Vegetable,Brinjal,0.749,220.4,Rainfed,0.996,Low,6.972,9.308
236.9,78.6,53.1,15.2,95.0,895.4,Silt,Rajasthan,Kharif,Pulse,Urad,6.982,324.7,Canal,3.269,Low,3.847,0.551
246.7,110.6,246.6,17.3,92.9,765.1,Peaty,Karnataka,Summer,Cereal,Maize,7.416,184.6,Canal,0.653,Medium,46.202,6.23
155.3,53.0,28.3,32.2,43.9,8.1,Chalky,Gujarat,Summer,Fiber,Cotton,4.981,160.4,Drip,5.239,Medium,7.173,1.44
59.0,109.6,46.4,33.2,47.4,199.2,Loam,Haryana,Rabi,Oilseed,Groundnut,8.983,334.7,Canal,4.325,Low,16.583,1.846
100.2,56.7,123.6,18.1,89.0,772.3,Chalky,Tamil Nadu,Summer,Cereal,Wheat,2.037,312.0,Canal,1.794,Medium,6.698,3.288
239.1,135.9,63.1,9.9,27.2,1121.7,Sandy,Tamil Nadu,Rabi,Pulse,Moong,7.546,145.2,Tube well,5.599,Medium,3.139,0.416
107.3,39.6,165.8,20.1,32.3,1078.7,Peaty,Haryana,Summer,Pulse,Moong,3.886,366.7,Tube well,4.909,Low,2.464,0.634
79.4,46.2,220.8,29.7,82.1,251.9,Silt,Uttar Pradesh,Rabi,Cereal,Barley,6.099,216.7,Drip,2.557,Medium,19.901,3.263
187.4,59.4,212.5,37.1,86.0,262.7,Clay,Punjab,Kharif,Vegetable,Brinjal,3.018,233.7,Rainfed,5.751,Medium,28.617,9.482
135.0,51.2,45.7,31.6,71.2,220.9,Chalky,Odisha,Summer,Oilseed,Sesame,5.616,191.0,Tube well,4.447,High,5.127,0.913
150.9,143.5,255.8,13.5,75.3,620.2,Loam,Odisha,Summer,Cereal,Wheat,2.282,371.1,Rainfed,0.701,Medium,8.421,3.69
158.6,87.6,75.7,23.9,33.4,903.9,Loam,Maharashtra,Kharif,Vegetable,Potato,2.038,230.0,Rainfed,5.648,Low,56.316,27.633
229.6,40.8,40.9,18.1,22.1,980.6,Loam,Maharashtra,Kharif,Vegetable,Onion,3.967,171.7,Rainfed,3.988,High,76.841,19.37
127.7,55.3,126.5,30.7,68.7,1194.5,Peaty,Maharashtra,Summer,Oilseed,Groundnut,4.82,295.4,Canal,0.144,Medium,10.329,2.143
106.1,67.8,11.5,39.1,50.6,654.3,Sandy,Uttar Pradesh,Kharif,Vegetable,Potato,7.781,40.6,Tube well,1.63,Medium,115.595,14.856
238.2,101.6,49.4,12.6,34.1,11.5,Loam,Haryana,Rabi,Cereal,Barley,9.446,233.0,Canal,2.832,High,27.63,2.925
11.8,62.7,176.1,17.7,50.7,176.7,Sandy,Punjab,Summer,Vegetable,Onion,0.388,335.5,Canal,1.796,Medium,5.746,14.809
205.8,109.5,3.0,26.3,43.8,771.1,Peaty,Tamil Nadu,Kharif,Pulse,Masoor,4.765,398.6,Drip,5.689,High,6.004,1.26
109.3,126.0,134.2,14.2,93.9,865.7,Peaty,Tamil Nadu,Kharif,Cereal,Wheat,2.71,76.7,Canal,4.752,High,8.696,3.209
212.3,36.3,233.9,20.7,70.5,822.4,Silt,Bihar,Kharif,Vegetable,Brinjal,4.532,38.1,Drip,0.861,High,52.929,11.679
122.0,116.0,79.0,34.1,33.8,874.7,Sandy,Haryana,Rabi,Vegetable,Potato,3.677,58.2,Canal,4.817,High,72.286,19.659
18.5,65.2,250.3,19.0,54.9,1091.2,Loam,Tamil Nadu,Rabi,Cereal,Wheat,3.275,80.5,Rainfed,4.45,Medium,6.835,2.087
41.3,41.4,288.6,13.7,70.4,703.4,Chalky,Tamil Nadu,Summer,Pulse,Masoor,8.394,394.3,Rainfed,4.603,High,5.557,0.662
76.5,91.6,186.1,18.7,81.3,784.0,Chalky,Odisha,Summer,Pulse,Chana,9.07,109.8,Rainfed,4.027,Medium,6.839,0.754
28.5,144.9,265.1,31.9,74.6,1006.2,Loam,Karnataka,Kharif,Cereal,Wheat,9.091,267.7,Tube well,1.957,High,38.355,4.219
217.1,124.2,249.0,17.3,39.6,529.9,Chalky,Uttar Pradesh,Rabi,Cereal,Maize,3.614,323.5,Rainfed,0.088,Medium,17.213,4.763
58.0,22.6,194.7,27.7,75.6,491.8,Loam,Maharashtra,Summer,Cash,Sugarcane,2.2,83.9,Canal,0.714,Medium,136.675,62.125
248.5,37.6,103.6,34.0,64.3,452.7,Peaty,Maharashtra,Rabi,Cereal,Wheat,8.188,128.5,Drip,4.936,High,34.062,4.16
74.6,121.9,104.2,13.5,72.1,678.3,Loam,Karnataka,Kharif,Pulse,Moong,7.189,9.5,Tube well,1.451,Low,2.631,0.366
111.8,114.6,252.1,34.8,30.8,55.3,Sandy,Maharashtra,Summer,Oilseed,Groundnut,8.249,5.9,Canal,0.465,High,8.488,1.029
224.0,89.3,53.7,21.5,52.5,1119.6,Silt,Rajasthan,Kharif,Cereal,Wheat,9.599,338.4,Rainfed,4.27,Low,31.072,3.237
155.1,54.4,257.2,30.9,55.5,345.0,Peaty,Tamil Nadu,Summer,Cash,Sugarcane,0.705,393.2,Tube well,4.101,Low,53.486,75.867
222.2,107.9,83.7,36.5,38.1,418.4,Loam,Punjab,Summer,Vegetable,Tomato,4.072,244.7,Drip,4.069,High,118.381,29.072
156.3,52.4,241.7,37.8,27.7,1177.6,Clay,Karnataka,Summer,Cereal,Rice,9.301,272.9,Rainfed,5.235,Medium,28.182,3.03
74.0,120.0,211.4,19.6,20.3,1080.9,Loam,Rajasthan,Rabi,Cereal,Rice,8.591,126.7,Canal,4.137,Low,29.716,3.459
100.0,121.4,118.5,39.6,43.1,1000.7,Clay,Maharashtra,Rabi,Cereal,Rice,1.386,353.3,Rainfed,4.215,Low,4.025,2.904
108.0,88.4,20.8,25.6,68.9,1182.7,Chalky,Odisha,Summer,Pulse,Moong,5.768,286.8,Drip,2.417,Low,4.095,0.71
50.8,69.3,113.6,32.7,26.2,625.0,Silt,Rajasthan,Rabi,Vegetable,Onion,9.928,344.1,Canal,5.361,Low,167.674,16.889
87.1,65.3,43.5,21.2,47.5,443.9,Chalky,Odisha,Rabi,Vegetable,Tomato,6.254,143.9,Canal,4.918,Low,119.189,19.058
241.8,29.0,112.8,18.5,58.6,134.5,Sandy,Punjab,Summer,Oilseed,Sesame,1.797,87.7,Canal,5.733,Medium,1.13,0.629
25.1,34.5,55.4,29.6,35.8,878.5,Peaty,Rajasthan,Rabi,Vegetable,Onion,6.311,30.3,Drip,1.81,High,79.336,12.571
216.0,72.0,296.1,13.4,94.5,471.5,Chalky,Maharashtra,Rabi,Cereal,Wheat,8.283,250.8,Rainfed,2.411,Medium,23.192,2.8
189.4,22.5,247.9,37.0,84.4,685.5,Loam,Maharashtra,Rabi,Pulse,Chana,0.26,61.2,Drip,5.033,Medium,0.213,0.82
230.1,139.7,255.8,36.6,59.5,205.3,Peaty,Karnataka,Kharif,Vegetable,Tomato,5.915,340.9,Drip,2.191,Medium,180.254,30.474
200.8,29.4,198.0,38.8,84.8,288.7,Silt,Bihar,Rabi,Cereal,Barley,1.455,37.8,Tube well,2.118,Medium,2.498,1.717
225.4,148.7,93.8,20.1,72.9,608.9,Silt,Punjab,Summer,Vegetable,Potato,2.83,94.6,Rainfed,4.496,High,94.052,33.234
22.2,103.7,147.4,15.4,45.0,878.3,Chalky,Uttar Pradesh,Summer,Cereal,Wheat,8.35,145.5,Canal,2.156,Medium,21.151,2.533
100.9,100.2,284.3,19.4,66.4,408.1,Peaty,Rajasthan,Summer,Vegetable,Tomato,6.396,243.6,Tube well,4.99,High,217.208,33.96
232.2,11.3,207.9,25.5,34.8,1141.9,Loam,Uttar Pradesh,Summer,Pulse,Urad,7.027,47.8,Drip,0.352,Medium,2.853,0.406
53.2,100.7,290.9,9.3,63.7,927.5,Loam,Bihar,Summer,Pulse,Masoor,1.075,370.8,Rainfed,3.4,Low,0.654,0.608
51.0,67.4,160.7,24.3,27.4,252.8,Peaty,Bihar,Summer,Vegetable,Brinjal,2.83,44.1,Tube well,3.761,Medium,19.96,7.053
240.7,132.3,6.0,8.8,51.2,812.6,Sandy,Gujarat,Summer,Vegetable,Onion,1.176,115.6,Tube well,3.704,Low,15.224,12.946
83.9,36.1,122.1,33.6,65.7,688.4,Peaty,Bihar,Summer,Oilseed,Sesame,5.606,259.9,Tube well,0.27,Medium,4.726,0.843
82.0,57.2,205.1,22.4,48.2,467.6,Chalky,Punjab,Summer,Cash,Sugarcane,1.656,199.5,Drip,1.323,Medium,128.338,77.499
153.5,99.5,271.5,16.1,30.4,424.4,Peaty,Odisha,Rabi,Oilseed,Sesame,0.326,216.6,Canal,2.585,Medium,0.29,0.889
158.1,148.8,259.2,9.6,28.7,885.1,Clay,Gujarat,Kharif,Cereal,Rice,5.406,18.4,Drip,1.266,Medium,11.034,2.041
224.9,142.5,178.5,27.1,42.9,469.1,Sandy,Tamil Nadu,Rabi,Oilseed,Groundnut,6.908,173.0,Canal,1.664,High,17.684,2.56
8.9,25.1,232.2,23.4,93.1,897.1,Loam,Gujarat,Rabi,Oilseed,Groundnut,3.407,94.9,Drip,5.025,Medium,5.073,1.489
187.7,64.8,189.9,34.9,88.0,423.6,Silt,Odisha,Summer,Oilseed,Mustard,9.897,95.8,Drip,5.58,Low,8.907,0.9
129.5,57.5,204.2,37.4,87.3,670.8,Sandy,Rajasthan,Summer,Cash,Sugarcane,3.771,220.6,Drip,5.494,High,256.635,68.055
166.7,60.1,153.7,24.5,72.4,280.2,Peaty,Uttar Pradesh,Rabi,Vegetable,Potato,7.145,309.2,Rainfed,0.897,High,259.828,36.365
127.3,99.0,85.3,17.4,90.6,181.8,Peaty,Rajasthan,Kharif,Fiber,Cotton,4.971,2.0,Canal,2.758,Medium,4.37,0.879
193.9,55.1,255.9,13.9,36.6,625.2,Clay,Uttar Pradesh,Rabi,Oilseed,Sesame,7.678,150.0,Tube well,1.615,High,6.188,0.806
191.6,93.0,155.2,9.8,80.6,194.8,Loam,Maharashtra,Summer,Vegetable,Tomato,9.084,287.4,Canal,0.57,Medium,199.521,21.964
225.0,23.1,78.8,22.0,73.3,974.8,Sandy,Haryana,Rabi,Pulse,Urad,8.199,86.5,Tube well,4.627,Medium,4.091,0.499
234.9,125.9,173.7,23.8,95.0,940.5,Chalky,Haryana,Kharif,Pulse,Moong,7.017,332.9,Rainfed,1.066,High,4.863,0.693
55.4,18.2,233.8,14.8,61.9,928.7,Chalky,Rajasthan,Kharif,Vegetable,Tomato,7.01,47.7,Canal,0.799,High,103.033,14.698
246.3,57.0,93.1,10.3,41.3,708.3,Silt,Haryana,Kharif,Oilseed,Groundnut,6.339,287.2,Rainfed,4.006,High,12.26,1.934
147.6,129.5,177.4,31.7,20.1,24.4,Clay,Maharashtra,Kharif,Cash,Sugarcane,7.255,247.2,Drip,1.534,Medium,525.146,72.384
175.8,68.2,209.5,25.5,88.5,459.1,Peaty,Rajasthan,Rabi,Oilseed,Groundnut,9.448,228.7,Rainfed,2.101,Medium,22.552,2.387
166.9,116.4,175.7,36.2,89.2,866.4,Chalky,Bihar,Summer,Fiber,Cotton,3.854,138.7,Rainfed,2.016,High,4.937,1.281
215.3,114.5,285.6,33.3,81.0,961.2,Peaty,Punjab,Rabi,Pulse,Urad,2.716,165.5,Rainfed,2.986,Medium,1.469,0.541
167.4,135.5,177.2,10.9,55.9,195.0,Peaty,Uttar Pradesh,Rabi,Fiber,Cotton,0.93,295.0,Drip,4.471,High,2.054,2.209
204.9,87.8,175.9,28.5,39.0,363.4,Sandy,Gujarat,Kharif,Cereal,Maize,8.533,329.7,Drip,3.228,Medium,54.637,6.403
90.7,50.0,208.7,36.9,58.6,657.8,Chalky,Gujarat,Kharif,Vegetable,Brinjal,1.451,15.6,Drip,2.759,High,10.954,7.549
217.7,138.5,50.1,29.2,25.8,1034.0,Chalky,Uttar Pradesh,Summer,Vegetable,Onion,2.114,205.3,Canal,1.952,Medium,42.208,19.966
129.7,6.0,108.6,26.4,32.5,56.3,Clay,Maharashtra,Summer,Cash,Sugarcane,9.362,230.6,Tube well,4.949,High,604.926,64.615
65.5,38.8,200.2,36.9,35.3,1148.3,Silt,Uttar Pradesh,Summer,Vegetable,Potato,8.969,187.5,Canal,1.394,Medium,183.515,20.461
184.7,95.5,85.8,26.4,30.5,1072.5,Chalky,Punjab,Summer,Pulse,Chana,9.696,38.1,Drip,4.127,Low,6.264,0.646
41.2,115.1,162.4,38.1,67.9,266.8,Clay,Rajasthan,Kharif,Oilseed,Groundnut,2.74,356.9,Rainfed,1.704,Low,3.567,1.302
241.0,55.2,172.9,31.5,39.5,212.3,Clay,Maharashtra,Summer,Pulse,Masoor,5.394,251.2,Tube well,1.205,High,5.178,0.96
220.5,7.2,199.0,13.7,47.0,639.8,Chalky,Maharashtra,Summer,Vegetable,Tomato,3.317,1.3,Tube well,4.576,High,42.653,12.859
48.6,7.7,143.2,10.4,57.0,999.0,Sandy,Maharashtra,Kharif,Oilseed,Sesame,7.978,313.3,Drip,3.902,Low,3.311,0.415
96.9,108.9,86.0,35.3,54.3,727.4,Sandy,Rajasthan,Rabi,Oilseed,Groundnut,2.968,1.2,Rainfed,5.785,Medium,2.745,0.925
96.1,65.6,289.9,28.0,53.8,413.4,Loam,Karnataka,Kharif,Fiber,Cotton,9.813,35.3,Tube well,2.328,High,18.674,1.903
28.5,60.3,199.8,31.7,91.4,305.4,Chalky,Maharashtra,Rabi,Pulse,Masoor,1.884,222.5,Rainfed,0.177,Medium,0.965,0.512
